video,label,ear,mar
0.mp4,0,0.1629,1.92
0.mp4,0,0.171,1.9489
0.mp4,0,0.1757,2.2355
0.mp4,0,0.1893,2.1045
0.mp4,0,0.192,1.978
0.mp4,0,0.1931,1.9803
0.mp4,0,0.1939,2.0139
0.mp4,0,0.1982,2.0719
0.mp4,0,0.1932,1.9579
0.mp4,0,0.1927,2.0525
0.mp4,0,0.1983,2.0146
0.mp4,0,0.1971,2.1852
0.mp4,0,0.1951,2.0957
0.mp4,0,0.1911,2.0746
0.mp4,0,0.1905,2.0752
0.mp4,0,0.1873,2.1489
0.mp4,0,0.1995,2.3118
0.mp4,0,0.184,2.0414
0.mp4,0,0.1969,2.2418
0.mp4,0,0.1948,2.2296
0.mp4,0,0.198,2.1486
0.mp4,0,0.1912,2.1605
0.mp4,0,0.1753,2.1489
0.mp4,0,0.1774,2.0047
0.mp4,0,0.1917,2.0366
0.mp4,0,0.1831,2.1127
0.mp4,0,0.1832,2.0723
0.mp4,0,0.1897,2.0013
0.mp4,0,0.1931,2.1028
0.mp4,0,0.1951,2.0849
0.mp4,0,0.1917,2.0474
0.mp4,0,0.1938,1.9734
0.mp4,0,0.1929,2.0252
0.mp4,0,0.1796,2.069
0.mp4,0,0.1838,2.0198
0.mp4,0,0.1708,1.8443
0.mp4,0,0.1712,1.9265
0.mp4,0,0.1578,1.7513
0.mp4,0,0.1987,1.8315
0.mp4,0,0.2194,1.859
0.mp4,0,0.1861,2.0553
0.mp4,0,0.1594,2.1224
0.mp4,0,0.1793,1.8397
0.mp4,0,0.1673,1.7747
0.mp4,0,0.1576,2.1536
0.mp4,0,0.1901,2.0584
0.mp4,0,0.1747,2.1142
0.mp4,0,0.1584,1.8194
0.mp4,0,0.1582,1.8196
0.mp4,0,0.1649,1.9483
0.mp4,0,0.1877,2.1111
0.mp4,0,0.1883,2.0099
0.mp4,0,0.1896,1.9385
0.mp4,0,0.1893,1.9324
0.mp4,0,0.1697,1.8921
0.mp4,0,0.1871,1.8698
0.mp4,0,0.1898,1.8575
0.mp4,0,0.1737,2.0174
0.mp4,0,0.1848,1.9493
0.mp4,0,0.1799,1.8258
0.mp4,0,0.184,1.1878
0.mp4,0,0.1887,1.9641
0.mp4,0,0.1868,1.9317
0.mp4,0,0.1868,2.2349
0.mp4,0,0.1805,2.1652
0.mp4,0,0.1922,2.118
0.mp4,0,0.1854,1.9821
0.mp4,0,0.1944,2.0181
0.mp4,0,0.1858,1.9392
0.mp4,0,0.1874,2.0318
0.mp4,0,0.1929,2.0498
0.mp4,0,0.1947,2.0377
0.mp4,0,0.1955,2.0789
0.mp4,0,0.1794,1.9718
0.mp4,0,0.1894,1.9253
0.mp4,0,0.1924,1.9678
0.mp4,0,0.1924,2.0105
0.mp4,0,0.1926,2.0732
0.mp4,0,0.1641,1.948
0.mp4,0,0.1905,2.0122
0.mp4,0,0.1759,1.828
0.mp4,0,0.18,1.8608
0.mp4,0,0.1728,1.9185
0.mp4,0,0.1932,2.02
0.mp4,0,0.1905,1.8953
0.mp4,0,0.1955,1.9098
0.mp4,0,0.2008,1.889
0.mp4,0,0.1877,1.9147
0.mp4,0,0.1901,1.9276
0.mp4,0,0.1832,1.9754
0.mp4,0,0.1947,1.8544
0.mp4,0,0.1889,1.9661
0.mp4,0,0.1875,1.912
0.mp4,0,0.185,1.9637
0.mp4,0,0.1929,1.8121
0.mp4,0,0.1884,1.9509
0.mp4,0,0.1843,2.0396
0.mp4,0,0.1809,2.0136
0.mp4,0,0.1774,1.8767
0.mp4,0,0.1697,1.846
0.mp4,0,0.164,1.9184
0.mp4,0,0.1668,1.9004
0.mp4,0,0.1929,1.9676
0.mp4,0,0.1919,2.0551
0.mp4,0,0.1868,2.1043
0.mp4,0,0.1917,1.6868
0.mp4,0,0.181,1.9587
0.mp4,0,0.191,2.187
0.mp4,0,0.1639,2.3623
0.mp4,0,0.1539,2.2282
0.mp4,0,0.1679,2.1288
0.mp4,0,0.1933,2.088
0.mp4,0,0.1909,2.1274
0.mp4,0,0.186,2.1826
0.mp4,0,0.1931,2.1015
0.mp4,0,0.1872,1.963
0.mp4,0,0.1921,1.9535
0.mp4,0,0.1925,1.9839
0.mp4,0,0.1904,2.1468
0.mp4,0,0.1838,2.0702
0.mp4,0,0.1872,2.2417
0.mp4,0,0.1784,2.013
0.mp4,0,0.1963,2.0154
0.mp4,0,0.1965,2.0312
0.mp4,0,0.1876,2.1409
0.mp4,0,0.1806,2.0875
0.mp4,0,0.1896,2.152
0.mp4,0,0.1955,2.0509
0.mp4,0,0.1933,2.2329
0.mp4,0,0.2101,2.2508
0.mp4,0,0.2034,2.2546
0.mp4,0,0.1987,2.2398
0.mp4,0,0.1976,2.1674
0.mp4,0,0.1861,2.3701
0.mp4,0,0.1998,2.2817
0.mp4,0,0.19,2.0414
0.mp4,0,0.1983,2.0121
0.mp4,0,0.1697,2.0042
0.mp4,0,0.1736,1.913
0.mp4,0,0.1612,2.2625
0.mp4,0,0.1693,2.0008
0.mp4,0,0.1414,1.9415
0.mp4,0,0.1789,1.9831
0.mp4,0,0.1488,1.988
0.mp4,0,0.1851,1.9788
0.mp4,0,0.1983,2.063
0.mp4,0,0.1941,1.9856
0.mp4,0,0.2029,1.8491
0.mp4,0,0.1914,1.9877
0.mp4,0,0.1985,1.9263
0.mp4,0,0.194,2.0412
0.mp4,0,0.1915,1.9443
0.mp4,0,0.1818,1.9802
0.mp4,0,0.1899,2.0367
0.mp4,0,0.1905,1.8536
0.mp4,0,0.1821,1.7422
0.mp4,0,0.1444,2.0563
0.mp4,0,0.1466,1.8695
0.mp4,0,0.2013,1.8023
0.mp4,0,0.2208,1.7996
0.mp4,0,0.1971,2.138
0.mp4,0,0.1898,2.0328
0.mp4,0,0.1826,2.0154
0.mp4,0,0.2129,2.0715
0.mp4,0,0.1879,2.1081
0.mp4,0,0.1819,2.109
0.mp4,0,0.1778,1.9239
0.mp4,0,0.1765,2.0883
0.mp4,0,0.1855,2.1982
0.mp4,0,0.171,2.093
0.mp4,0,0.1874,1.9573
0.mp4,0,0.1788,1.9303
0.mp4,0,0.1783,2.2043
0.mp4,0,0.1811,1.9918
0.mp4,0,0.1844,2.1294
0.mp4,0,0.1855,2.0012
0.mp4,0,0.1742,2.1583
0.mp4,0,0.1904,1.9789
0.mp4,0,0.1399,1.869
0.mp4,0,0.1637,1.7129
0.mp4,0,0.1835,1.7598
0.mp4,0,0.1861,1.5053
0.mp4,0,0.1811,1.6634
0.mp4,0,0.1647,1.9271
0.mp4,0,0.1375,2.0623
0.mp4,0,0.1748,1.8604
0.mp4,0,0.1707,1.8992
0.mp4,0,0.1788,1.9295
0.mp4,0,0.1568,1.9144
0.mp4,0,0.1636,1.8895
0.mp4,0,0.1751,1.7737
0.mp4,0,0.1788,1.9045
0.mp4,0,0.169,1.9519
0.mp4,0,0.1767,1.9636
0.mp4,0,0.1763,1.9143
0.mp4,0,0.1802,1.8691
0.mp4,0,0.1667,1.8833
0.mp4,0,0.1709,1.8754
0.mp4,0,0.1827,1.976
0.mp4,0,0.1822,1.8748
0.mp4,0,0.174,1.8626
0.mp4,0,0.1853,1.8422
0.mp4,0,0.1794,1.8473
0.mp4,0,0.177,1.9218
0.mp4,0,0.1672,1.8004
0.mp4,0,0.1697,1.7748
0.mp4,0,0.1815,1.719
0.mp4,0,0.1822,1.7777
0.mp4,0,0.196,1.6875
0.mp4,0,0.1921,1.8116
0.mp4,0,0.1952,1.8342
0.mp4,0,0.162,1.8892
0.mp4,0,0.1412,1.7847
5.mp4,5,0.5489,1.7081
5.mp4,5,0.5432,1.4878
5.mp4,5,0.5084,1.7581
5.mp4,5,0.5277,1.8656
5.mp4,5,0.5682,1.7471
5.mp4,5,0.5289,1.6827
5.mp4,5,0.5161,1.6871
5.mp4,5,0.5078,1.813
5.mp4,5,0.5663,1.7628
5.mp4,5,0.5124,1.8124
5.mp4,5,0.534,1.7246
5.mp4,5,0.3725,1.7825
5.mp4,5,0.5488,1.7854
5.mp4,5,0.5382,1.6956
5.mp4,5,0.5568,1.7902
5.mp4,5,0.4699,1.7141
5.mp4,5,0.5251,1.7736
5.mp4,5,0.5297,1.8054
5.mp4,5,0.5351,1.6867
5.mp4,5,0.5292,1.6018
5.mp4,5,0.5245,1.5392
5.mp4,5,0.57,1.6997
5.mp4,5,0.573,1.721
5.mp4,5,0.5383,1.5701
5.mp4,5,0.4907,1.5298
5.mp4,5,0.4642,1.5551
5.mp4,5,0.5098,1.7718
5.mp4,5,0.5529,1.673
5.mp4,5,0.5496,1.61
5.mp4,5,0.5714,1.6345
5.mp4,5,0.5273,1.8097
5.mp4,5,0.5483,1.7464
5.mp4,5,0.541,1.5029
5.mp4,5,0.5495,1.6118
5.mp4,5,0.5515,1.7329
5.mp4,5,0.4881,1.6407
5.mp4,5,0.5613,1.6881
5.mp4,5,0.5599,1.6317
5.mp4,5,0.5242,1.6146
5.mp4,5,0.5611,1.5991
5.mp4,5,0.5563,1.7184
5.mp4,5,0.5569,1.6741
5.mp4,5,0.545,1.4826
5.mp4,5,0.5502,1.5877
5.mp4,5,0.3771,1.7156
5.mp4,5,0.5447,1.4373
5.mp4,5,0.5653,1.6119
5.mp4,5,0.5246,1.5926
5.mp4,5,0.5498,1.5217
5.mp4,5,0.4962,1.7686
5.mp4,5,0.5184,1.8071
5.mp4,5,0.5545,1.9527
5.mp4,5,0.3596,1.6628
5.mp4,5,0.4989,1.9004
5.mp4,5,0.5432,1.5967
5.mp4,5,0.5279,1.6678
5.mp4,5,0.1068,1.826
5.mp4,5,0.5147,1.7201
5.mp4,5,0.5312,1.6226
5.mp4,5,0.5379,1.6513
5.mp4,5,0.2866,1.7366
5.mp4,5,0.5285,1.6561
5.mp4,5,0.5349,1.6285
5.mp4,5,0.5034,1.5011
5.mp4,5,0.5632,1.6162
5.mp4,5,0.5078,1.6606
5.mp4,5,0.5147,1.8748
5.mp4,5,0.4518,1.6293
5.mp4,5,0.5615,1.5798
5.mp4,5,0.5329,1.5292
5.mp4,5,0.5474,1.8021
5.mp4,5,0.5,1.9615
5.mp4,5,0.5033,1.644
5.mp4,5,0.4962,1.709
5.mp4,5,0.5008,1.7092
5.mp4,5,0.576,1.507
5.mp4,5,0.5002,1.8117
5.mp4,5,0.5461,1.643
5.mp4,5,0.5694,1.6976
5.mp4,5,0.5159,1.7714
5.mp4,5,0.5465,1.7367
5.mp4,5,0.2146,1.6148
5.mp4,5,0.5501,1.7157
5.mp4,5,0.5238,1.7337
5.mp4,5,0.5417,1.7459
5.mp4,5,0.4912,1.6807
5.mp4,5,0.3529,1.6658
5.mp4,5,0.4823,1.7481
5.mp4,5,0.4879,1.5211
5.mp4,5,0.4934,1.6621
5.mp4,5,0.2119,1.7519
5.mp4,5,0.5507,1.5509
5.mp4,5,0.5432,1.4749
5.mp4,5,0.5371,1.6861
5.mp4,5,0.1992,1.5169
5.mp4,5,0.5113,1.7686
5.mp4,5,0.5088,1.6925
5.mp4,5,0.559,1.5908
5.mp4,5,0.536,1.6886
5.mp4,5,0.529,1.641
5.mp4,5,0.5377,1.7019
5.mp4,5,0.5212,1.5808
5.mp4,5,0.536,1.6194
5.mp4,5,0.3723,1.5963
5.mp4,5,0.5425,1.7439
5.mp4,5,0.6305,2.0546
5.mp4,5,0.5518,1.9055
5.mp4,5,0.5744,1.9009
5.mp4,5,0.5474,1.8769
5.mp4,5,0.5851,1.633
5.mp4,5,0.5306,1.8972
5.mp4,5,0.5452,1.6129
5.mp4,5,0.5641,1.8763
5.mp4,5,0.5532,1.7638
5.mp4,5,0.5687,1.6667
5.mp4,5,0.1794,1.8174
5.mp4,5,0.5643,1.5698
5.mp4,5,0.5481,1.8153
5.mp4,5,0.5481,1.8709
5.mp4,5,0.5466,1.532
5.mp4,5,0.5339,1.6382
5.mp4,5,0.5272,1.7745
5.mp4,5,0.5452,1.8094
5.mp4,5,0.5234,1.5842
5.mp4,5,0.5649,1.7181
5.mp4,5,0.3035,1.8198
5.mp4,5,0.5457,1.758
5.mp4,5,0.5487,1.6992
5.mp4,5,0.5827,1.6019
5.mp4,5,0.5473,1.721
5.mp4,5,0.5877,1.6695
5.mp4,5,0.5864,1.5204
5.mp4,5,0.5595,1.6273
5.mp4,5,0.5702,1.7406
5.mp4,5,0.5902,1.757
5.mp4,5,0.379,1.8732
5.mp4,5,0.5334,1.9861
5.mp4,5,0.5023,1.621
5.mp4,5,0.5267,1.7119
5.mp4,5,0.523,1.6964
5.mp4,5,0.5733,1.6121
5.mp4,5,0.5485,1.8108
5.mp4,5,0.5709,1.5065
5.mp4,5,0.5528,1.6837
5.mp4,5,0.5444,1.6648
5.mp4,5,0.5919,1.6213
5.mp4,5,0.5168,1.7422
5.mp4,5,0.5295,1.6418
5.mp4,5,0.0897,1.7387
5.mp4,5,0.4836,1.6697
10.mp4,10,0.1146,1.4417
10.mp4,10,0.5269,1.4408
10.mp4,10,0.5039,1.3714
10.mp4,10,0.1344,1.4417
10.mp4,10,0.527,1.3055
10.mp4,10,0.4009,1.4432
10.mp4,10,0.494,1.4067
10.mp4,10,0.451,1.4447
10.mp4,10,0.5007,1.4561
10.mp4,10,0.29,1.395
10.mp4,10,0.5278,1.4834
10.mp4,10,0.5206,1.4303
10.mp4,10,0.5118,1.4645
10.mp4,10,0.5197,1.4205
10.mp4,10,0.4916,1.5545
10.mp4,10,0.4935,1.5401
10.mp4,10,0.5183,1.3915
10.mp4,10,0.494,1.3958
10.mp4,10,0.5027,1.3717
10.mp4,10,0.4854,1.4813
10.mp4,10,0.4667,1.3955
10.mp4,10,0.5153,1.4659
10.mp4,10,0.5148,1.4782
10.mp4,10,0.5228,1.3882
10.mp4,10,0.5127,1.4007
10.mp4,10,0.509,1.4383
10.mp4,10,0.5129,1.4732
10.mp4,10,0.4318,1.7156
10.mp4,10,0.488,1.3744
10.mp4,10,0.4192,1.4769
10.mp4,10,0.5263,1.4074
10.mp4,10,0.4997,1.4107
10.mp4,10,0.4907,1.4675
10.mp4,10,0.5228,1.3801
10.mp4,10,0.3924,1.543
10.mp4,10,0.4956,1.4689
10.mp4,10,0.5052,1.4265
10.mp4,10,0.4707,1.4118
10.mp4,10,0.508,1.2704
10.mp4,10,0.482,1.4628
10.mp4,10,0.5359,1.4014
10.mp4,10,0.5134,1.3587
10.mp4,10,0.5047,1.3762
10.mp4,10,0.5205,1.3758
10.mp4,10,0.5142,1.3734
10.mp4,10,0.2681,1.5125
10.mp4,10,0.5024,1.2732
10.mp4,10,0.4016,1.4098
10.mp4,10,0.5056,1.3083
10.mp4,10,0.4919,1.3723
10.mp4,10,0.4759,1.3491
10.mp4,10,0.4103,1.4073
10.mp4,10,0.4777,1.3709
10.mp4,10,0.4686,1.4173
10.mp4,10,0.4922,1.4578
10.mp4,10,0.2723,1.3628
10.mp4,10,0.5036,1.4503
10.mp4,10,0.2462,1.334
10.mp4,10,0.5049,1.4241
10.mp4,10,0.4822,1.4004
10.mp4,10,0.4717,1.4927
10.mp4,10,0.4631,1.3852
10.mp4,10,0.4809,1.4618
10.mp4,10,0.474,1.3898
10.mp4,10,0.5147,1.4947
10.mp4,10,0.4923,1.3217
10.mp4,10,0.5222,1.397
10.mp4,10,0.5481,1.4109
10.mp4,10,0.5187,1.4513
10.mp4,10,0.5349,1.5105
10.mp4,10,0.5221,1.5464
10.mp4,10,0.4188,1.5584
10.mp4,10,0.5241,1.4037
10.mp4,10,0.51,1.4973
10.mp4,10,0.5306,1.3897
10.mp4,10,0.5541,1.5139
10.mp4,10,0.5126,1.5254
10.mp4,10,0.5437,1.439
10.mp4,10,0.5132,1.4975
10.mp4,10,0.5295,1.5068
10.mp4,10,0.5209,1.4966
10.mp4,10,0.4396,1.4989
10.mp4,10,0.1123,1.3944
10.mp4,10,0.5003,1.477
10.mp4,10,0.478,1.4122
10.mp4,10,0.2189,1.3538
10.mp4,10,0.4936,1.3777
10.mp4,10,0.5114,1.4414
10.mp4,10,0.4878,1.3619
10.mp4,10,0.4348,1.4677
10.mp4,10,0.4981,1.3739
10.mp4,10,0.4583,1.3573
10.mp4,10,0.4572,1.4085
10.mp4,10,0.2906,1.4259
10.mp4,10,0.4866,1.3962
10.mp4,10,0.4792,1.4543
10.mp4,10,0.5322,1.4703
10.mp4,10,0.503,1.4498
10.mp4,10,0.5072,1.4499
10.mp4,10,0.5043,1.4479
10.mp4,10,0.3815,1.543
10.mp4,10,0.4829,1.4279
10.mp4,10,0.494,1.5316
10.mp4,10,0.4896,1.5446
10.mp4,10,0.4981,1.5264
10.mp4,10,0.47,1.4192
10.mp4,10,0.5355,1.3569
10.mp4,10,0.4269,1.4847
10.mp4,10,0.491,1.4756
10.mp4,10,0.5468,1.5051
10.mp4,10,0.4786,1.3938
10.mp4,10,0.4917,1.6371
10.mp4,10,0.5194,1.3276
10.mp4,10,0.5046,1.4379
10.mp4,10,0.4711,1.4086
10.mp4,10,0.5061,1.3837
10.mp4,10,0.5002,1.4385
10.mp4,10,0.5319,1.5762
10.mp4,10,0.4569,1.3647
10.mp4,10,0.4742,1.4445
10.mp4,10,0.5185,1.3833
10.mp4,10,0.5118,1.4478
10.mp4,10,0.5307,1.3695
10.mp4,10,0.3776,1.3867
10.mp4,10,0.5087,1.5201
10.mp4,10,0.4104,1.4901
10.mp4,10,0.4717,1.4531
10.mp4,10,0.5421,1.4612
10.mp4,10,0.5076,1.2831
10.mp4,10,0.4296,1.3872
10.mp4,10,0.4033,1.5242
10.mp4,10,0.4716,1.2937
10.mp4,10,0.4763,1.357
10.mp4,10,0.4198,1.455
10.mp4,10,0.5169,1.3487
10.mp4,10,0.5366,1.4221
10.mp4,10,0.5358,1.3632
10.mp4,10,0.5331,1.3649
10.mp4,10,0.5572,1.3146
10.mp4,10,0.5177,1.5146
10.mp4,10,0.522,1.5105
10.mp4,10,0.5555,1.4671
10.mp4,10,0.4769,1.4521
10.mp4,10,0.5548,1.4678
10.mp4,10,0.5295,1.4166
10.mp4,10,0.5174,1.3305
10.mp4,10,0.4826,1.5553
10.mp4,10,0.5471,1.3569
10.mp4,10,0.5161,1.5821
10.mp4,10,0.5527,1.375
10.mp4,10,0.5371,1.4379
10.mp4,10,0.5664,1.4539
10.mp4,10,0.5108,1.4338
0.mp4,0,0.554,1.7864
0.mp4,0,0.4916,1.945
0.mp4,0,0.2654,1.7862
0.mp4,0,0.5287,1.7183
0.mp4,0,0.5439,1.8115
0.mp4,0,0.5548,1.7365
0.mp4,0,0.4844,1.9126
0.mp4,0,0.5171,1.808
0.mp4,0,0.4636,1.6548
0.mp4,0,0.5381,2.0141
0.mp4,0,0.531,1.9463
0.mp4,0,0.5107,1.8602
0.mp4,0,0.5385,2.0242
0.mp4,0,0.4323,1.9387
0.mp4,0,0.5494,1.8792
0.mp4,0,0.5383,1.7762
0.mp4,0,0.5505,1.803
0.mp4,0,0.5448,2.0887
0.mp4,0,0.5326,1.7735
0.mp4,0,0.4853,2.0228
0.mp4,0,0.5517,1.7569
0.mp4,0,0.5454,1.8266
0.mp4,0,0.503,1.8415
0.mp4,0,0.5317,1.935
0.mp4,0,0.5151,1.8694
0.mp4,0,0.5013,2.1359
0.mp4,0,0.5215,1.7536
0.mp4,0,0.5292,2.4043
0.mp4,0,0.4978,2.094
0.mp4,0,0.3526,1.8109
0.mp4,0,0.54,1.9409
0.mp4,0,0.5252,1.8505
0.mp4,0,0.5349,2.1172
0.mp4,0,0.5382,2.5165
0.mp4,0,0.5592,1.9655
0.mp4,0,0.56,1.8752
0.mp4,0,0.5455,2.1992
0.mp4,0,0.4706,2.0158
0.mp4,0,0.5274,2.0637
0.mp4,0,0.4942,1.8982
0.mp4,0,0.5221,2.0076
0.mp4,0,0.5251,1.8539
0.mp4,0,0.5508,1.7645
0.mp4,0,0.5084,1.7636
0.mp4,0,0.5149,1.8021
0.mp4,0,0.5425,1.6968
0.mp4,0,0.5432,1.7249
0.mp4,0,0.4419,1.6183
0.mp4,0,0.5414,1.7887
0.mp4,0,0.4816,1.7407
0.mp4,0,0.5079,1.9736
0.mp4,0,0.5475,1.7235
0.mp4,0,0.5246,2.0956
0.mp4,0,0.5276,1.7767
0.mp4,0,0.5726,1.8813
0.mp4,0,0.5677,1.7245
0.mp4,0,0.5476,1.8989
0.mp4,0,0.5057,2.0442
0.mp4,0,0.5388,1.7917
0.mp4,0,0.4106,1.6147
0.mp4,0,0.5697,1.7906
0.mp4,0,0.4678,1.7672
0.mp4,0,0.5448,1.7149
0.mp4,0,0.5184,1.8334
0.mp4,0,0.5881,1.7603
0.mp4,0,0.5025,2.0893
0.mp4,0,0.536,1.8128
0.mp4,0,0.4003,1.9176
0.mp4,0,0.4539,1.9458
0.mp4,0,0.479,1.714
0.mp4,0,0.4622,1.8547
0.mp4,0,0.4576,1.9088
0.mp4,0,0.4013,2.1909
0.mp4,0,0.5137,2.1213
0.mp4,0,0.1837,1.5827
0.mp4,0,0.4986,2.1399
0.mp4,0,0.5176,2.1366
0.mp4,0,0.0677,2.107
0.mp4,0,0.5233,2.3092
0.mp4,0,0.4895,2.0384
0.mp4,0,0.5284,1.9078
0.mp4,0,0.5262,1.9547
0.mp4,0,0.5409,1.9439
0.mp4,0,0.5496,1.9341
0.mp4,0,0.5079,2.2677
0.mp4,0,0.5417,1.8915
0.mp4,0,0.524,1.6698
0.mp4,0,0.5079,1.753
0.mp4,0,0.5144,1.9736
0.mp4,0,0.4588,2.041
0.mp4,0,0.541,1.8865
0.mp4,0,0.3783,1.7713
0.mp4,0,0.5274,1.7776
0.mp4,0,0.3698,1.8506
0.mp4,0,0.4886,1.757
0.mp4,0,0.3184,1.8268
0.mp4,0,0.4846,1.8041
0.mp4,0,0.5502,1.7303
0.mp4,0,0.4329,1.8384
0.mp4,0,0.3877,1.9915
0.mp4,0,0.4488,1.7226
0.mp4,0,0.5243,2.5913
0.mp4,0,0.4951,1.9779
0.mp4,0,0.5372,1.661
0.mp4,0,0.5254,2.0215
0.mp4,0,0.4945,1.7138
0.mp4,0,0.5023,1.7753
0.mp4,0,0.5462,1.9198
0.mp4,0,0.4801,1.7876
0.mp4,0,0.5067,1.9268
0.mp4,0,0.5608,1.9276
0.mp4,0,0.4694,1.9048
0.mp4,0,0.5245,1.642
0.mp4,0,0.5379,1.7704
0.mp4,0,0.5244,1.8174
0.mp4,0,0.5302,1.7421
0.mp4,0,0.5398,1.7904
0.mp4,0,0.5352,1.9012
0.mp4,0,0.5237,1.8062
0.mp4,0,0.5343,1.6887
0.mp4,0,0.4866,1.7169
0.mp4,0,0.4788,1.7983
0.mp4,0,0.5217,2.0149
0.mp4,0,0.3782,1.6545
0.mp4,0,0.5029,1.6349
0.mp4,0,0.5419,1.9876
0.mp4,0,0.4601,1.8965
0.mp4,0,0.5357,2.2859
5.mp4,5,0.1789,1.6168
5.mp4,5,0.1713,1.5707
5.mp4,5,0.1605,1.607
5.mp4,5,0.1456,1.6878
5.mp4,5,0.1454,1.1729
5.mp4,5,0.1608,1.2912
5.mp4,5,0.1765,2.0394
5.mp4,5,0.1758,1.6553
5.mp4,5,0.1498,1.6146
5.mp4,5,0.1827,1.3493
5.mp4,5,0.1624,1.5793
5.mp4,5,0.1688,1.4659
5.mp4,5,0.1719,1.2063
5.mp4,5,0.1737,1.438
5.mp4,5,0.1823,1.3445
5.mp4,5,0.1903,1.4931
5.mp4,5,0.1961,1.4598
5.mp4,5,0.2212,1.3456
5.mp4,5,0.1443,1.0721
5.mp4,5,0.1638,1.0818
5.mp4,5,0.139,1.1377
5.mp4,5,0.1531,1.2565
5.mp4,5,0.0945,1.4241
5.mp4,5,0.2027,2.1122
5.mp4,5,0.0826,1.4522
5.mp4,5,0.1696,2.0493
5.mp4,5,0.1609,1.5886
5.mp4,5,0.2076,1.6192
5.mp4,5,0.1437,1.4188
5.mp4,5,0.1212,1.3498
5.mp4,5,0.0694,1.4454
5.mp4,5,0.1523,1.5227
5.mp4,5,0.1558,1.4878
5.mp4,5,0.1043,1.4446
5.mp4,5,0.156,1.5245
5.mp4,5,0.174,1.489
5.mp4,5,0.1644,1.5143
5.mp4,5,0.1661,1.4764
5.mp4,5,0.1745,1.451
5.mp4,5,0.1676,1.5578
5.mp4,5,0.1671,1.5711
5.mp4,5,0.1574,1.4838
5.mp4,5,0.1689,1.6382
5.mp4,5,0.1719,1.7304
5.mp4,5,0.1703,1.8108
5.mp4,5,0.1749,1.9282
5.mp4,5,0.1778,1.6992
5.mp4,5,0.169,1.7404
5.mp4,5,0.1652,2.0354
5.mp4,5,0.1696,1.6046
5.mp4,5,0.1075,1.5304
5.mp4,5,0.1925,1.5498
5.mp4,5,0.1571,2.1462
5.mp4,5,0.1558,1.406
5.mp4,5,0.1646,1.0752
5.mp4,5,0.1631,1.2415
5.mp4,5,0.1759,1.3099
5.mp4,5,0.1871,1.3495
5.mp4,5,0.1694,1.4287
5.mp4,5,0.1623,1.2365
5.mp4,5,0.1697,1.4352
5.mp4,5,0.173,1.4199
5.mp4,5,0.1252,1.5471
5.mp4,5,0.1751,1.5277
5.mp4,5,0.0998,1.5752
