video,label,ear,mar
5.mp4,5,0.2189,2.0087
5.mp4,5,0.111,1.62
5.mp4,5,0.1398,1.7918
5.mp4,5,0.1494,1.6996
5.mp4,5,0.1461,1.5839
5.mp4,5,0.0732,1.5888
5.mp4,5,0.1599,1.7409
5.mp4,5,0.1267,1.6838
5.mp4,5,0.1696,1.6459
5.mp4,5,0.1822,1.5563
5.mp4,5,0.1699,1.6103
5.mp4,5,0.1642,1.6132
5.mp4,5,0.1603,1.6002
5.mp4,5,0.388,2.5954
5.mp4,5,0.1659,1.2245
5.mp4,5,0.1552,1.3279
5.mp4,5,0.1558,1.4479
5.mp4,5,0.1841,1.4089
5.mp4,5,0.1995,1.3299
5.mp4,5,0.2027,1.3662
5.mp4,5,0.2027,1.3071
5.mp4,5,0.216,1.4378
5.mp4,5,0.1999,1.3761
5.mp4,5,0.1896,1.3677
5.mp4,5,0.1911,1.3666
5.mp4,5,0.2107,1.3911
5.mp4,5,0.1737,1.3988
5.mp4,5,0.1787,1.3588
5.mp4,5,0.1641,1.4833
5.mp4,5,0.1687,1.6854
5.mp4,5,0.1511,1.788
5.mp4,5,0.0982,1.7571
5.mp4,5,0.0989,1.7315
5.mp4,5,0.0879,1.8245
5.mp4,5,0.1687,1.804
5.mp4,5,0.163,1.6913
5.mp4,5,0.1467,1.5665
5.mp4,5,0.1865,1.5978
5.mp4,5,0.1847,1.5794
5.mp4,5,0.1773,1.5351
5.mp4,5,0.1819,1.5725
5.mp4,5,0.1714,1.555
5.mp4,5,0.1152,1.506
5.mp4,5,0.1819,1.5845
5.mp4,5,0.1833,1.5817
5.mp4,5,0.158,1.3469
5.mp4,5,0.1045,1.2685
5.mp4,5,0.1653,1.2144
5.mp4,5,0.1725,1.2714
5.mp4,5,0.1606,1.2505
5.mp4,5,0.1587,1.6127
5.mp4,5,0.1601,2.6502
5.mp4,5,0.1593,1.9763
5.mp4,5,0.168,2.1771
5.mp4,5,0.1719,2.1022
5.mp4,5,0.1711,1.7768
5.mp4,5,0.1617,1.8964
5.mp4,5,0.1001,1.7766
5.mp4,5,0.1798,1.9658
5.mp4,5,0.1877,2.0262
5.mp4,5,0.1792,2.1504
5.mp4,5,0.1847,2.0399
5.mp4,5,0.1663,2.112
5.mp4,5,0.1627,2.081
5.mp4,5,0.1646,2.1701
5.mp4,5,0.1709,2.0967
5.mp4,5,0.1747,2.1315
5.mp4,5,0.1752,2.1618
5.mp4,5,0.1899,1.9087
5.mp4,5,0.17,2.037
5.mp4,5,0.1565,2.1718
5.mp4,5,0.1798,2.1601
5.mp4,5,0.1329,2.0383
5.mp4,5,0.1984,2.1607
5.mp4,5,0.0943,2.1223
5.mp4,5,0.147,2.1685
5.mp4,5,0.183,2.111
5.mp4,5,0.0861,2.1955
5.mp4,5,0.1595,2.261
5.mp4,5,0.1947,2.269
5.mp4,5,0.1496,1.9851
5.mp4,5,0.1866,2.4227
5.mp4,5,0.1816,2.5412
5.mp4,5,0.1713,2.3776
5.mp4,5,0.1796,2.4733
5.mp4,5,0.1878,2.4223
5.mp4,5,0.2203,2.5418
5.mp4,5,0.1912,2.5795
5.mp4,5,0.1922,2.2359
5.mp4,5,0.1835,2.3261
5.mp4,5,0.1912,2.3001
5.mp4,5,0.1936,2.3323
5.mp4,5,0.181,2.3291
5.mp4,5,0.1778,2.3097
5.mp4,5,0.1723,2.2118
5.mp4,5,0.1847,2.0759
5.mp4,5,0.1725,1.9476
5.mp4,5,0.1656,2.0117
5.mp4,5,0.1604,1.9108
5.mp4,5,0.1697,2.0774
5.mp4,5,0.1997,2.082
5.mp4,5,0.1685,2.027
5.mp4,5,0.1134,2.0921
5.mp4,5,0.2039,2.3369
5.mp4,5,0.1981,2.4004
5.mp4,5,0.1938,2.3734
5.mp4,5,0.1722,2.4338
5.mp4,5,0.1801,2.345
5.mp4,5,0.182,2.34
5.mp4,5,0.1857,2.1976
5.mp4,5,0.1718,2.2852
5.mp4,5,0.1698,2.2107
5.mp4,5,0.1759,2.3928
5.mp4,5,0.1819,2.3965
5.mp4,5,0.0966,2.5967
5.mp4,5,0.1823,2.4996
5.mp4,5,0.1888,2.3833
5.mp4,5,0.172,2.2986
5.mp4,5,0.1672,2.2141
5.mp4,5,0.1985,1.923
5.mp4,5,0.0982,2.2287
5.mp4,5,0.1664,1.891
5.mp4,5,0.1617,1.777
5.mp4,5,0.1598,2.0296
5.mp4,5,0.1526,1.9723
5.mp4,5,0.1667,1.9762
5.mp4,5,0.1906,2.1035
5.mp4,5,0.1999,2.0726
5.mp4,5,0.2067,2.0798
5.mp4,5,0.1774,2.0171
5.mp4,5,0.1881,2.2105
5.mp4,5,0.196,2.3512
5.mp4,5,0.2091,2.2178
5.mp4,5,0.2034,2.3151
5.mp4,5,0.2225,2.2242
5.mp4,5,0.1963,2.3316
5.mp4,5,0.1917,2.2954
5.mp4,5,0.1947,2.2072
5.mp4,5,0.1876,2.2202
5.mp4,5,0.1731,2.2712
5.mp4,5,0.2064,2.1897
5.mp4,5,0.1915,2.2748
5.mp4,5,0.1768,2.4161
5.mp4,5,0.1571,1.8296
5.mp4,5,0.1691,1.8092
5.mp4,5,0.1636,2.1961
5.mp4,5,0.169,2.0095
5.mp4,5,0.168,1.8018
5.mp4,5,0.1787,1.8921
5.mp4,5,0.1531,2.0499
5.mp4,5,0.1841,2.1207
5.mp4,5,0.1754,2.115
5.mp4,5,0.175,2.038
5.mp4,5,0.1598,1.6174
5.mp4,5,0.1579,1.6071
5.mp4,5,0.1529,1.6448
5.mp4,5,0.162,1.6258
5.mp4,5,0.1789,1.9816
5.mp4,5,0.1822,2.3391
5.mp4,5,0.1979,1.9415
5.mp4,5,0.2008,1.6902
5.mp4,5,0.1823,1.7003
5.mp4,5,0.1788,1.7022
5.mp4,5,0.1322,1.74
5.mp4,5,0.1808,1.7159
5.mp4,5,0.1752,1.7482
5.mp4,5,0.1126,1.7511
5.mp4,5,0.167,1.7452
5.mp4,5,0.107,2.7096
5.mp4,5,0.1876,2.5544
5.mp4,5,0.1895,2.4427
5.mp4,5,0.1918,2.5734
5.mp4,5,0.1536,2.6151
5.mp4,5,0.1937,2.5774
5.mp4,5,0.1976,2.4587
5.mp4,5,0.1885,2.5611
5.mp4,5,0.1794,2.5743
5.mp4,5,0.1693,2.51
5.mp4,5,0.1746,2.5798
5.mp4,5,0.1547,2.3996
5.mp4,5,0.1746,2.5083
5.mp4,5,0.189,2.4725
5.mp4,5,0.1902,2.3362
5.mp4,5,0.1832,2.4413
5.mp4,5,0.179,2.3881
5.mp4,5,0.1696,2.4369
5.mp4,5,0.1848,2.1332
5.mp4,5,0.1911,2.248
5.mp4,5,0.197,2.101
5.mp4,5,0.18,2.2387
5.mp4,5,0.1852,2.2644
5.mp4,5,0.198,2.154
5.mp4,5,0.187,2.2201
5.mp4,5,0.1844,2.2562
5.mp4,5,0.1714,2.2952
5.mp4,5,0.1868,2.1637
5.mp4,5,0.1932,2.199
5.mp4,5,0.1849,2.2682
5.mp4,5,0.1777,2.4441
5.mp4,5,0.1856,2.3982
5.mp4,5,0.1714,2.4366
5.mp4,5,0.1914,2.4209
5.mp4,5,0.1617,2.4054
5.mp4,5,0.1582,2.6509
5.mp4,5,0.1646,2.4736
5.mp4,5,0.1781,2.4711
5.mp4,5,0.1796,2.5337
5.mp4,5,0.1787,2.5187
5.mp4,5,0.1823,2.438
5.mp4,5,0.1817,2.0849
5.mp4,5,0.1853,2.1442
5.mp4,5,0.1971,2.2276
5.mp4,5,0.2111,2.2603
5.mp4,5,0.1811,2.1959
5.mp4,5,0.1979,2.1842
5.mp4,5,0.1915,2.3286
5.mp4,5,0.1797,2.2703
5.mp4,5,0.2073,2.3521
5.mp4,5,0.1817,2.3854
5.mp4,5,0.1679,2.0074
5.mp4,5,0.1666,2.1305
5.mp4,5,0.1687,2.2233
5.mp4,5,0.1519,2.0826
5.mp4,5,0.1494,2.2115
5.mp4,5,0.1459,1.9703
5.mp4,5,0.1683,1.9594
5.mp4,5,0.1682,1.9842
5.mp4,5,0.1686,2.0239
5.mp4,5,0.1634,1.9916
5.mp4,5,0.1514,2.07
5.mp4,5,0.1685,1.9449
5.mp4,5,0.1619,1.9049
5.mp4,5,0.2003,1.8942
10.mp4,10,0.1121,1.8097
10.mp4,10,0.0961,1.9434
10.mp4,10,0.1425,1.6608
10.mp4,10,0.1067,1.6871
10.mp4,10,0.1346,1.7239
10.mp4,10,0.1301,1.6742
10.mp4,10,0.0753,1.6361
10.mp4,10,0.1494,1.6465
10.mp4,10,0.1504,1.6989
10.mp4,10,0.1326,1.7246
10.mp4,10,0.1442,1.7453
10.mp4,10,0.1162,1.6821
10.mp4,10,0.1554,1.6937
10.mp4,10,0.1404,1.6629
10.mp4,10,0.0498,1.7153
10.mp4,10,0.131,1.6703
10.mp4,10,0.1495,1.6228
10.mp4,10,0.1729,1.0902
10.mp4,10,0.1007,1.667
10.mp4,10,0.1186,1.6308
10.mp4,10,0.1318,1.7275
10.mp4,10,0.0723,1.6499
10.mp4,10,0.1401,1.6724
10.mp4,10,0.0827,1.6404
10.mp4,10,0.053,1.7002
10.mp4,10,0.144,1.5901
10.mp4,10,0.1517,1.6461
10.mp4,10,0.1539,1.6902
10.mp4,10,0.1499,1.6779
10.mp4,10,0.1433,1.663
10.mp4,10,0.177,1.6673
10.mp4,10,0.1843,1.6738
10.mp4,10,0.1532,1.7137
10.mp4,10,0.1477,1.7142
10.mp4,10,0.176,1.7273
10.mp4,10,0.0929,1.9018
10.mp4,10,0.0962,1.7052
10.mp4,10,0.1751,2.0394
10.mp4,10,0.1603,1.516
10.mp4,10,0.1728,1.7848
10.mp4,10,0.1321,2.8577
10.mp4,10,0.1267,1.8472
10.mp4,10,0.154,1.856
10.mp4,10,0.1501,1.7359
10.mp4,10,0.1325,1.8909
10.mp4,10,0.1224,1.6511
10.mp4,10,0.1509,1.4757
10.mp4,10,0.1155,2.3434
10.mp4,10,0.189,2.3401
10.mp4,10,0.3953,2.673
10.mp4,10,0.135,1.773
10.mp4,10,0.134,1.5972
10.mp4,10,0.1424,1.437
10.mp4,10,0.1542,1.5251
10.mp4,10,0.1285,1.6167
10.mp4,10,0.1392,1.6792
10.mp4,10,0.1213,1.6824
10.mp4,10,0.1318,1.5946
10.mp4,10,0.0716,1.3641
10.mp4,10,0.1791,1.4533
10.mp4,10,0.2757,2.513
10.mp4,10,0.1122,1.7471
10.mp4,10,0.1188,1.7896
10.mp4,10,0.1853,1.6079
10.mp4,10,0.1368,1.6731
10.mp4,10,0.1461,1.6511
10.mp4,10,0.1469,1.7184
10.mp4,10,0.1563,1.5004
10.mp4,10,0.1288,1.5991
10.mp4,10,0.1602,1.5732
10.mp4,10,0.1393,1.6285
10.mp4,10,0.1524,1.6614
10.mp4,10,0.0775,1.6207
10.mp4,10,0.1342,1.7126
10.mp4,10,0.1337,1.4586
10.mp4,10,0.1326,1.324
10.mp4,10,0.1579,1.5697
10.mp4,10,0.1443,1.6037
10.mp4,10,0.1604,1.6331
10.mp4,10,0.1477,1.6415
10.mp4,10,0.169,1.49
10.mp4,10,0.1439,1.6123
10.mp4,10,0.1093,1.5739
10.mp4,10,0.1648,1.7219
10.mp4,10,0.1675,1.9099
10.mp4,10,0.1624,1.6573
10.mp4,10,0.1422,1.318
10.mp4,10,0.1618,1.5931
10.mp4,10,0.1495,1.6498
10.mp4,10,0.1508,1.623
10.mp4,10,0.1622,1.6528
10.mp4,10,0.1359,1.7267
10.mp4,10,0.1545,1.6868
10.mp4,10,0.1435,1.6742
10.mp4,10,0.1243,1.6234
10.mp4,10,0.1089,1.6285
10.mp4,10,0.1539,1.6927
10.mp4,10,0.124,1.6206
10.mp4,10,0.1497,1.6367
10.mp4,10,0.142,1.7146
10.mp4,10,0.1402,1.626
10.mp4,10,0.132,1.7203
10.mp4,10,0.159,1.73
10.mp4,10,0.1301,1.7453
10.mp4,10,0.156,1.7559
10.mp4,10,0.1314,1.7402
10.mp4,10,0.1813,1.6406
10.mp4,10,0.1527,1.9445
10.mp4,10,0.1537,1.6716
10.mp4,10,0.1678,1.6501
10.mp4,10,0.1827,1.7935
10.mp4,10,0.1814,1.6658
10.mp4,10,0.1733,1.5567
10.mp4,10,0.132,1.5823
10.mp4,10,0.1375,1.6605
10.mp4,10,0.0871,1.5749
10.mp4,10,0.1528,1.6576
10.mp4,10,0.147,1.5905
10.mp4,10,0.1551,1.7152
10.mp4,10,0.1524,1.7532
10.mp4,10,0.0823,1.7092
10.mp4,10,0.1541,1.7216
10.mp4,10,0.1521,1.7351
10.mp4,10,0.126,1.7319
10.mp4,10,0.148,1.6349
10.mp4,10,0.1542,1.5619
10.mp4,10,0.152,1.6138
10.mp4,10,0.113,1.6687
10.mp4,10,0.1489,1.708
10.mp4,10,0.1475,1.5972
10.mp4,10,0.1068,1.6205
10.mp4,10,0.1554,1.7147
10.mp4,10,0.0989,1.6719
10.mp4,10,0.1567,1.6559
10.mp4,10,0.1522,1.6997
10.mp4,10,0.1318,1.7188
10.mp4,10,0.1482,1.6827
10.mp4,10,0.0708,1.6633
10.mp4,10,0.1454,1.8151
10.mp4,10,0.0924,1.7344
10.mp4,10,0.1384,1.6365
10.mp4,10,0.1516,1.7895
10.mp4,10,0.0896,1.8366
10.mp4,10,0.1092,1.6311
10.mp4,10,0.1449,1.6742
10.mp4,10,0.1111,1.6171
10.mp4,10,0.1118,1.5716
10.mp4,10,0.16,1.6063
10.mp4,10,0.0901,1.6553
10.mp4,10,0.1191,1.5682
10.mp4,10,0.1321,1.5907
10.mp4,10,0.1005,1.5768
10.mp4,10,0.1035,1.548
10.mp4,10,0.1178,1.6244
10.mp4,10,0.1122,1.7043
10.mp4,10,0.1109,1.6438
10.mp4,10,0.113,1.6075
10.mp4,10,0.161,1.7153
10.mp4,10,0.1658,1.6738
10.mp4,10,0.0725,1.2763
10.mp4,10,0.1531,1.767
10.mp4,10,0.1368,1.7089
10.mp4,10,0.1028,1.6293
10.mp4,10,0.083,1.4801
10.mp4,10,0.1745,1.5589
10.mp4,10,0.165,1.663
10.mp4,10,0.1322,1.7575
10.mp4,10,0.1358,1.7968
10.mp4,10,0.1485,1.8315
10.mp4,10,0.1252,1.5956
10.mp4,10,0.1215,1.6418
10.mp4,10,0.1267,1.6116
10.mp4,10,0.1523,1.6607
10.mp4,10,0.0857,1.6166
10.mp4,10,0.0901,1.589
10.mp4,10,0.1165,1.5247
10.mp4,10,0.0893,1.5538
10.mp4,10,0.1389,1.5147
10.mp4,10,0.1866,1.5409
10.mp4,10,0.1587,1.4439
10.mp4,10,0.1824,1.5251
10.mp4,10,0.1755,1.579
10.mp4,10,0.1448,1.5345
10.mp4,10,0.1638,1.5971
10.mp4,10,0.1412,1.5715
10.mp4,10,0.1714,1.5399
10.mp4,10,0.1616,1.5564
10.mp4,10,0.0928,1.5454
10.mp4,10,0.1526,1.5334
10.mp4,10,0.115,1.591
10.mp4,10,0.1066,1.5828
10.mp4,10,0.0982,1.4812
10.mp4,10,0.1223,1.5034
10.mp4,10,0.1733,1.3343
10.mp4,10,0.1887,1.3471
10.mp4,10,0.1817,1.4068
10.mp4,10,0.1935,1.6317
10.mp4,10,0.1024,1.6375
10.mp4,10,0.1717,1.6618
10.mp4,10,0.1701,1.6354
10.mp4,10,0.1698,1.4898
10.mp4,10,0.146,1.461
10.mp4,10,0.1556,1.5791
10.mp4,10,0.1688,1.4637
10.mp4,10,0.1683,1.4551
10.mp4,10,0.1768,1.4966
10.mp4,10,0.1675,1.4318
10.mp4,10,0.0908,1.4213
10.mp4,10,0.1607,1.4284
10.mp4,10,0.1775,1.4349
10.mp4,10,0.2451,1.4799
10.mp4,10,0.1002,1.563
10.mp4,10,0.0845,1.5317
10.mp4,10,0.1549,1.6579
10.mp4,10,0.179,1.4261
10.mp4,10,0.1468,1.5259
10.mp4,10,0.1511,1.6145
10.mp4,10,0.1817,1.6613
10.mp4,10,0.1967,1.6462
10.mp4,10,0.1867,1.8187
10.mp4,10,0.1818,1.4704
10.mp4,10,0.1931,1.2938
10.mp4,10,0.1554,1.4515
10.mp4,10,0.1581,1.5793
10.mp4,10,0.086,1.6023
10.mp4,10,0.1616,1.7029
10.mp4,10,0.1235,1.6198
10.mp4,10,0.1593,1.5245
10.mp4,10,0.1527,1.6066
10.mp4,10,0.1428,1.5823
10.mp4,10,0.1358,1.9606
10.mp4,10,0.1279,1.7268
10.mp4,10,0.1642,1.2692
10.mp4,10,0.1377,1.515
10.mp4,10,0.1058,1.4228
10.mp4,10,0.0958,1.4349
10.mp4,10,0.1306,1.4618
10.mp4,10,0.1457,1.4216
10.mp4,10,0.1365,1.381
10.mp4,10,0.1194,1.3134
10.mp4,10,0.1468,1.6476
10.mp4,10,0.1628,1.6255
10.mp4,10,0.1571,1.4778
10.mp4,10,0.1187,1.396
10.mp4,10,0.1577,1.4332
10.mp4,10,0.1613,1.3611
10.mp4,10,0.1078,1.629
10.mp4,10,0.1548,1.5223
10.mp4,10,0.1465,1.3675
10.mp4,10,0.1535,1.4687
10.mp4,10,0.1444,1.4724
10.mp4,10,0.145,1.5703
10.mp4,10,0.1366,1.5068
10.mp4,10,0.1277,1.4439
10.mp4,10,0.1751,1.8592
10.mp4,10,0.1566,1.5741
10.mp4,10,0.1253,1.5261
10.mp4,10,0.1597,1.7519
10.mp4,10,0.15,1.6483
10.mp4,10,0.1388,1.7003
10.mp4,10,0.1071,1.6238
10.mp4,10,0.1446,1.7066
10.mp4,10,0.122,1.6875
10.mp4,10,0.1523,1.6327
10.mp4,10,0.124,1.6732
10.mp4,10,0.1505,1.6742
10.mp4,10,0.1481,1.6518
10.mp4,10,0.1453,1.6553
10.mp4,10,0.1403,1.6823
10.mp4,10,0.1453,1.6808
10.mp4,10,0.1711,1.6547
10.mp4,10,0.138,1.5512
10.mp4,10,0.1648,1.2908
10.mp4,10,0.169,1.3564
10.mp4,10,0.2125,1.6036
10.mp4,10,0.2201,1.5009
10.mp4,10,0.2097,1.602
10.mp4,10,0.1572,1.1527
10.mp4,10,0.1711,1.6587
10.mp4,10,0.1469,1.799
10.mp4,10,0.1525,1.5501
10.mp4,10,0.1203,1.7471
10.mp4,10,0.1227,1.7102
10.mp4,10,0.1274,1.4209
10.mp4,10,0.1185,1.5102
10.mp4,10,0.1337,1.4854
10.mp4,10,0.1928,1.761
10.mp4,10,0.1127,1.7325
10.mp4,10,0.1336,1.7231
10.mp4,10,0.2043,1.6755
10.mp4,10,0.1313,1.7491
10.mp4,10,0.1973,1.6893
10.mp4,10,0.1861,1.8437
10.mp4,10,0.1716,1.6249
10.mp4,10,0.1751,1.7895
10.mp4,10,0.1143,1.7705
10.mp4,10,0.0816,1.7121
10.mp4,10,0.1515,1.725
10.mp4,10,0.1353,1.6445
0.mp4,0,0.1545,2.0983
0.mp4,0,0.1726,1.7912
0.mp4,0,0.1683,1.6358
0.mp4,0,0.1596,1.6751
0.mp4,0,0.1728,1.7178
0.mp4,0,0.1584,1.8859
0.mp4,0,0.1864,1.7664
0.mp4,0,0.1546,1.6435
0.mp4,0,0.1579,1.5976
0.mp4,0,0.1689,1.8188
0.mp4,0,0.1864,1.7296
0.mp4,0,0.1663,1.7781
0.mp4,0,0.1657,1.9531
0.mp4,0,0.1544,1.7373
0.mp4,0,0.1705,1.5513
0.mp4,0,0.1663,1.5826
0.mp4,0,0.1874,1.6103
0.mp4,0,0.1804,1.6189
0.mp4,0,0.1607,1.739
0.mp4,0,0.1702,2.0931
0.mp4,0,0.1607,1.9548
0.mp4,0,0.1647,1.7068
0.mp4,0,0.1903,2.099
0.mp4,0,0.1522,1.5523
0.mp4,0,0.1669,1.8346
0.mp4,0,0.1888,1.9165
0.mp4,0,0.1695,1.9091
0.mp4,0,0.159,1.832
0.mp4,0,0.1817,1.8292
0.mp4,0,0.1668,1.928
0.mp4,0,0.1673,1.9226
0.mp4,0,0.1789,1.7735
0.mp4,0,0.1603,1.8278
0.mp4,0,0.1337,1.6688
0.mp4,0,0.16,2.5659
0.mp4,0,0.1982,2.6873
0.mp4,0,0.1574,1.9796
0.mp4,0,0.1585,1.9241
0.mp4,0,0.1656,1.9071
0.mp4,0,0.14,1.8211
0.mp4,0,0.1608,1.8024
0.mp4,0,0.1794,1.7229
0.mp4,0,0.1729,1.7131
0.mp4,0,0.1724,1.6765
0.mp4,0,0.1659,1.7492
0.mp4,0,0.1675,1.819
0.mp4,0,0.1723,1.8406
0.mp4,0,0.1687,2.8684
0.mp4,0,0.1833,2.2451
0.mp4,0,0.1806,2.2074
0.mp4,0,0.1755,2.0576
0.mp4,0,0.158,1.7129
0.mp4,0,0.1891,1.6813
0.mp4,0,0.1887,1.7563
0.mp4,0,0.1749,1.6993
0.mp4,0,0.192,1.6174
0.mp4,0,0.1843,1.5381
0.mp4,0,0.1745,1.5442
0.mp4,0,0.1759,1.5229
0.mp4,0,0.1678,1.4686
0.mp4,0,0.1776,1.5399
0.mp4,0,0.1647,1.614
0.mp4,0,0.1765,1.5948
0.mp4,0,0.1476,1.6448
0.mp4,0,0.1626,1.5862
0.mp4,0,0.1588,1.5981
0.mp4,0,0.1747,1.5951
0.mp4,0,0.1691,1.6105
0.mp4,0,0.1702,1.587
0.mp4,0,0.1743,1.573
0.mp4,0,0.1827,1.6084
0.mp4,0,0.1618,1.5784
0.mp4,0,0.1617,1.5485
0.mp4,0,0.1675,1.9333
0.mp4,0,0.154,1.7434
0.mp4,0,0.1651,1.6658
0.mp4,0,0.1721,1.6052
0.mp4,0,0.1601,1.6823
0.mp4,0,0.173,1.6552
0.mp4,0,0.1636,1.6676
0.mp4,0,0.1781,1.6256
0.mp4,0,0.1608,1.7167
0.mp4,0,0.155,1.579
0.mp4,0,0.1611,1.5874
0.mp4,0,0.1808,1.5487
0.mp4,0,0.1699,1.5908
0.mp4,0,0.1692,1.7538
0.mp4,0,0.1807,1.7003
0.mp4,0,0.1853,1.5795
0.mp4,0,0.192,1.6282
0.mp4,0,0.1622,1.8708
0.mp4,0,0.1713,1.4445
0.mp4,0,0.1616,1.6913
0.mp4,0,0.1727,3.3424
0.mp4,0,0.1643,1.7026
0.mp4,0,0.1669,1.6605
0.mp4,0,0.1704,1.6698
0.mp4,0,0.1572,1.6979
0.mp4,0,0.1504,1.669
0.mp4,0,0.1655,1.5485
0.mp4,0,0.1812,1.5494
0.mp4,0,0.1419,1.49
0.mp4,0,0.174,1.6724
0.mp4,0,0.1849,1.6628
0.mp4,0,0.2008,1.5367
0.mp4,0,0.1847,1.6535
0.mp4,0,0.1792,1.9088
0.mp4,0,0.1853,1.8773
0.mp4,0,0.1927,1.8889
0.mp4,0,0.1877,2.0702
0.mp4,0,0.1811,1.8899
0.mp4,0,0.1969,1.9807
0.mp4,0,0.1842,2.0868
0.mp4,0,0.1861,1.9962
0.mp4,0,0.1846,1.8402
0.mp4,0,0.1944,1.898
0.mp4,0,0.1874,1.9417
0.mp4,0,0.1826,1.9627
0.mp4,0,0.189,2.0902
0.mp4,0,0.1884,2.1377
0.mp4,0,0.1769,2.0027
0.mp4,0,0.1948,1.9491
0.mp4,0,0.1835,2.0269
0.mp4,0,0.1831,2.0114
0.mp4,0,0.1827,2.0517
0.mp4,0,0.1614,1.7907
0.mp4,0,0.1733,1.8712
0.mp4,0,0.1794,1.8303
0.mp4,0,0.1943,1.5914
0.mp4,0,0.1692,1.7439
0.mp4,0,0.1732,1.7893
0.mp4,0,0.1665,1.6906
0.mp4,0,0.159,1.7955
0.mp4,0,0.1258,1.7586
0.mp4,0,0.1749,1.9655
0.mp4,0,0.1631,1.8795
0.mp4,0,0.1196,1.7492
0.mp4,0,0.1429,1.6625
0.mp4,0,0.162,1.6339
0.mp4,0,0.1664,1.6505
0.mp4,0,0.1556,1.7093
0.mp4,0,0.071,1.6135
0.mp4,0,0.1543,1.3817
0.mp4,0,0.169,2.517
0.mp4,0,0.2275,1.7956
0.mp4,0,0.1847,1.8022
0.mp4,0,0.1772,1.6259
0.mp4,0,0.1779,1.7819
0.mp4,0,0.1674,1.7575
0.mp4,0,0.1669,1.7415
0.mp4,0,0.1614,1.8428
0.mp4,0,0.1657,1.8052
0.mp4,0,0.1219,1.6309
0.mp4,0,0.1714,1.6502
0.mp4,0,0.1791,1.71
0.mp4,0,0.2252,1.6585
0.mp4,0,0.1891,1.5889
0.mp4,0,0.1043,1.6209
0.mp4,0,0.1787,1.6057
0.mp4,0,0.1534,1.5466
0.mp4,0,0.1876,1.6065
0.mp4,0,0.1768,1.5734
0.mp4,0,0.1622,1.612
0.mp4,0,0.188,1.651
0.mp4,0,0.168,1.5428
